00VD               20250212                                                                                   
0601VDC7N       20250101001155100000005000 0700000000000856   
0601VDC7N       20250101001160100000005000 0700000000000859   
0601VDC7N       20250101001165100000005000 0700000000000862   
0601VDC7N       20250101001170100000005000 0700000000000866   
0601VDC7N       20250101001175100000005000 0700000000000870   
0601VDC7N       20250101001180100000005000 0700000000000873   
0601VDC7N       20250101001185100000005000 0700000000000878   
0601VDC7N       20250101001190100000005000 0700000000000882   
0601VDC7N       20250101001195100000005000 0700000000000886   
0601VDC7N       20250101001200100000005000 0700000000000890   
0601VDC7N       20250101001205100000005000 0700000000000894   
0601VDC7N       20250101001210100000005000 0700000000000897   
0601VDC7N       20250101001215100000005000 0700000000000902   
0601VDC7N       20250101001220100000005000 0700000000000905   
0601VDC7N       20250101001225100000005000 0700000000000908   
0601VDC7N       20250101001230100000005000 0700000000000912   
0601VDC7N       20250101001235100000005000 0700000000000916   
0601VDC7N       20250101001240100000005000 0700000000000920   
0601VDC7N       20250101001245100000005000 0700000000000925   
0601VDC7N       20250101001250100000005000 0700000000000929   
0601VDC7N       20250101001255100000005000 0700000000000932   
0601VDC7N       20250101001260100000005000 0700000000000935   
0601VDC7N       20250101001265100000005000 0700000000000940   
0601VDC7N       20250101001270100000005000 0700000000000943   
0601VDC7N       20250101001275100000005000 0700000000000947   
0601VDC7N       20250101001280100000005000 0700000000000951   
0601VDC7N       20250101001285100000005000 0700000000000953   
0601VDC7N       20250101001290100000005000 0700000000000957   
0601VDC7N       20250101001295100000005000 0700000000000961   
0601VDC7N       20250101001300100000005000 0700000000000965   
0601VDC7N       20250101001305100000005000 0700000000000967   
0601VDC7N       20250101001310100000005000 0700000000000971   
0601VDC7N       20250101001315100000005000 0700000000000976   
0601VDC7N       20250101001320100000005000 0700000000000979   
0601VDC7N       20250101001325100000005000 0700000000000983   
0601VDC7N       20250101001330100000005000 0700000000000986   
0601VDC7N       20250101001335100000005000 0700000000000990   
0601VDC7N       20250101001340100000005000 0700000000000994   
0601VDC7N       20250101001345100000005000 0700000000000999   
0601VDC7N       20250101001350100000005000 0700000000001002   
0601VDC7N       20250101001355100000005000 0700000000001006   
0601VDC7N       20250101001360100000005000 0700000000001009   
0601VDC7N       20250101001365100000005000 0700000000001013   
0601VDC7N       20250101001370100000005000 0700000000001017   
0601VDC7N       20250101001375100000005000 0700000000001021   
0601VDC7N       20250101001380100000005000 0700000000001024   
0601VDC7N       20250101001385100000005000 0700000000001029   
0601VDC7N       20250101001390100000005000 0700000000001033   
0601VDC7N       20250101001395100000005000 0700000000001035   
0601VDC7N       20250101001400100000005000 0700000000001040   
0601VDC7N       20250101001405100000005000 0700000000001042   
0601VDC7N       20250101001410100000005000 0700000000001046   
0601VDC7N       20250101001415100000005000 0700000000001049   
0601VDC7N       20250101001420100000005000 0700000000001053   
0601VDC7N       20250101001425100000005000 0700000000001056   
0601VDC7N       20250101001430100000005000 0700000000001060   
0601VDC7N       20250101001435100000005000 0700000000001065   
0601VDC7N       20250101001440100000005000 0700000000001068   
0601VDC7N       20250101001445100000005000 0700000000001072   
0601VDC7N       20250101001450100000005000 0700000000001075   
0601VDC7N       20250101001455100000005000 0700000000001079   
0601VDC7N       20250101001460100000005000 0700000000001082   
0601VDC7N       20250101001465100000005000 0700000000001085   
0601VDC7N       20250101001470100000005000 0700000000001090   
0601VDC7N       20250101001475100000005000 0700000000001093   
0601VDC7N       20250101001480100000005000 0700000000001097   
0601VDC7N       20250101001485100000005000 0700000000001100   
0601VDC7N       20250101001490100000005000 0700000000001104   
0601VDC7N       20250101001495100000005000 0700000000001107   
0601VDC7N       20250101001500100000005000 0700000000001110   
0601VDC7N       20250101001505100000005000 0700000000001113   
0601VDC7N       20250101001510100000005000 0700000000001118   
0601VDC7N       20250101001515100000005000 0700000000001121   
0601VDC7N       20250101001520100000005000 0700000000001124   
0601VDC7N       20250101001525100000005000 0700000000001128   
0601VDC7N       20250101001530100000005000 0700000000001132   
0601VDC7N       20250101001535100000005000 0700000000001135   
0601VDC7N       20250101001540100000005000 0700000000001139   
0601VDC7N       20250101001545100000005000 0700000000001143   
0601VDC7N       20250101001550100000005000 0700000000001145   
0601VDC7N       20250101001555100000005000 0700000000001149   
0601VDC7N       20250101001560100000005000 0700000000001153   
0601VDC7N       20250101001565100000005000 0700000000001155   
0601VDC7N       20250101001570100000005000 0700000000001159   
0601VDC7N       20250101001575100000005000 0700000000001162   
0601VDC7N       20250101001580100000005000 0700000000001166   
0601VDC7N       20250101001585100000005000 0700000000001169   
0601VDC7N       20250101001590100000005000 0700000000001173   
0601VDC7N       20250101001595100000005000 0700000000001177   
0601VDC7N       20250101001600100000005000 0700000000001180   
0601VDC7N       20250101001605100000005000 0700000000001183   
0601VDC7N       20250101001610100000005000 0700000000001187   
0601VDC7N       20250101001615100000005000 0700000000001191   
0601VDC7N       20250101001620100000005000 0700000000001194   
0601VDC7N       20250101001625100000005000 0700000000001197   
0601VDC7N       20250101001630100000005000 0700000000001201   
0601VDC7N       20250101001635100000005000 0700000000001204   
0601VDC7N       20250101001640100000005000 0700000000001208   
0601VDC7N       20250101001645100000005000 0700000000001210   
0601VDC7N       20250101001650100000005000 0700000000001215   
0601VDC7N       20250101001655100000005000 0700000000001218   
0601VDC7N       20250101001660100000005000 0700000000001221   
0601VDC7N       20250101001665100000005000 0700000000001225   
0601VDC7N       20250101001670100000005000 0700000000001230   
0601VDC7N       20250101001675100000005000 0700000000001233   
0601VDC7N       20250101001680100000005000 0700000000001236   
0601VDC7N       20250101001685100000005000 0700000000001240   
0601VDC7N       20250101001690100000005000 0700000000001243   
0601VDC7N       20250101001695100000005000 0700000000001247   
0601VDC7N       20250101001700100000005000 0700000000001251   
0601VDC7N       20250101001705100000005000 0700000000001254   
0601VDC7N       20250101001710100000005000 0700000000001259   
0601VDC7N       20250101001715100000005000 0700000000001262   
0601VDC7N       20250101001720100000005000 0700000000001266   
0601VDC7N       20250101001725100000005000 0700000000001270   
0601VDC7N       20250101001730100000005000 0700000000001274   
0601VDC7N       20250101001735100000005000 0700000000001279   
0601VDC7N       20250101001740100000005000 0700000000001282   
0601VDC7N       20250101001745100000005000 0700000000001286   
0601VDC7N       20250101001750100000005000 0700000000001290   
0601VDC7N       20250101001755100000005000 0700000000001294   
0601VDC7N       20250101001760100000005000 0700000000001298   
0601VDC7N       20250101001765100000005000 0700000000001302   
0601VDC7N       20250101001770100000005000 0700000000001305   
0601VDC7N       20250101001775100000005000 0700000000001310   
0601VDC7N       20250101001780100000005000 0700000000001313   
0601VDC7N       20250101001785100000005000 0700000000001317   
0601VDC7N       20250101001790100000005000 0700000000001320   
0601VDC7N       20250101001795100000005000 0700000000001324   
0601VDC7N       20250101001800100000005000 0700000000001328   
0601VDC7N       20250101001805100000005000 0700000000001331   
0601VDC7N       20250101001810100000005000 0700000000001335   
0601VDC7N       20250101001815100000005000 0700000000001338   
0601VDC7N       20250101001820100000005000 0700000000001343   
0601VDC7N       20250101001825100000005000 0700000000001347   
0601VDC7N       20250101001830100000005000 0700000000001350   
0601VDC7N       20250101001835100000005000 0700000000001355   
0601VDC7N       20250101001840100000005000 0700000000001359   
0601VDC7N       20250101001845100000005000 0700000000001363   
0601VDC7N       20250101001850100000005000 0700000000001367   
0601VDC7N       20250101001855100000005000 0700000000001370   
0601VDC7N       20250101001860100000005000 0700000000001374   
0601VDC7N       20250101001865100000005000 0700000000001377   
0601VDC7N       20250101001870100000005000 0700000000001383   
0601VDC7N       20250101001875100000005000 0700000000001386   
0601VDC7N       20250101001880100000005000 0700000000001390   
0601VDC7N       20250101001885100000005000 0700000000001393   
0601VDC7N       20250101001890100000005000 0700000000001397   
0601VDC7N       20250101001895100000005000 0700000000001401   
0601VDC7N       20250101001900100000005000 0700000000001405   
0601VDC7N       20250101001905100000005000 0700000000001409   
0601VDC7N       20250101001910100000005000 0700000000001412   
0601VDC7N       20250101001915100000005000 0700000000001417   
0601VDC7N       20250101001920100000005000 0700000000001421   
0601VDC7N       20250101001925100000005000 0700000000001425   
0601VDC7N       20250101001930100000005000 0700000000001428   
0601VDC7N       20250101001935100000005000 0700000000001432   
0601VDC7N       20250101001940100000005000 0700000000001435   
0601VDC7N       20250101001945100000005000 0700000000001439   
0601VDC7N       20250101001950100000005000 0700000000001442   
0601VDC7N       20250101001955100000005000 0700000000001445   
0601VDC7N       20250101001960100000005000 0700000000001449   
0601VDC7N       20250101001965100000005000 0700000000001452   
0601VDC7N       20250101001970100000005000 0700000000001455   
0601VDC7N       20250101001975100000005000 0700000000001459   
0601VDC7N       20250101001980100000005000 0700000000001462   
0601VDC7N       20250101001985100000005000 0700000000001465   
0601VDC7N       20250101001990100000005000 0700000000001469   
0601VDC7N       20250101001995100000005000 0700000000001471   
0601VDC7N       20250101002000100000050000 0700000000001488   
0601VDC7N       20250101002050100000050000 0700000000001518   
0601VDC7N       20250101002100100000050000 0700000000001548   
0601VDC7N       20250101002150100000050000 0700000000001576   
0601VDC7N       20250101002200100000050000 0700000000001603   
0601VDC7N       20250101002250100000050000 0700000000001631   
0601VDC7N       20250101002300100000050000 0700000000001656   
0601VDC7N       20250101002350100000050000 0700000000001680   
0601VDC7N       20250101002400100000050000 0700000000001703   
0601VDC7N       20250101002450100000050000 0700000000001726   
0601VDC7N       20250101002500100000050000 0700000000001748   
0601VDC7N       20250101002550100000050000 0700000000001768   
0601VDC7N       20250101002600100000050000 0700000000001788   
0601VDC7N       20250101002650100000050000 0700000000001809   
0601VDC7N       20250101002700100000050000 0700000000001831   
0601VDC7N       20250101002750100000050000 0700000000001853   
0601VDC7N       20250101002800100000050000 0700000000001873   
0601VDC7N       20250101002850100000050000 0700000000001892   
0601VDC7N       20250101002900100000050000 0700000000001912   
0601VDC7N       20250101002950100000050000 0700000000001930   
0601VDC7N       20250101003000100000050000 0700000000001948   
0601VDC7N       20250101003050100000050000 0700000000001966   
0601VDC7N       20250101003100100000050000 0700000000001982   
0601VDC7N       20250101003150100000050000 0700000000002012   
0601VDC7N       20250101003200100000050000 0700000000002039   
0601VDC7N       20250101003250100000050000 0700000000002068   
0601VDC7N       20250101003300100000050000 0700000000002099   
0601VDC7N       20250101003350100000050000 0700000000002129   
0601VDC7N       20250101003400100000050000 0700000000002156   
0601VDC7N       20250101003450100000050000 0700000000002182   
0601VDC7N       20250101003500100000050000 0700000000002206   
0601VDC7N       20250101003550100000050000 0700000000002234   
0601VDC7N       20250101003600100000050000 0700000000002263   
0601VDC7N       20250101003650100000050000 0700000000002289   
0601VDC7N       20250101003700100000050000 0700000000002314   
0601VDC7N       20250101003750100000050000 0700000000002338   
0601VDC7N       20250101003800100000050000 0700000000002361   
0601VDC7N       20250101003850100000050000 0700000000002386   
0601VDC7N       20250101003900100000050000 0700000000002409   
0601VDC7N       20250101003950100000050000 0700000000002432   
0601VDC7N       20250101004000100000050000 0700000000002452   
0601VDC7N       20250101004050100000050000 0700000000002473   
0601VDC7N       20250101004100100000050000 0700000000002493   
0601VDC7N       20250101004150100000050000 0700000000002512   
0601VDC7N       20250101004200100000050000 0700000000002531   
0601VDC7N       20250101004250100000050000 0700000000002548   
0601VDC7N       20250101004300100000050000 0700000000002568   
0601VDC7N       20250101004350100000050000 0700000000002585   
0601VDC7N       20250101004400100000050000 0700000000002604   
0601VDC7N       20250101004450100000050000 0700000000002620   
0601VDC7N       20250101004500100000050000 0700000000002637   
0601VDC7N       20250101004550100000050000 0700000000002653   
0601VDC7N       20250101004600100000050000 0700000000002668   
0601VDC7N       20250101004650100000050000 0700000000002683   
0601VDC7N       20250101004700100000050000 0700000000002698   
0601VDC7N       20250101004750100000050000 0700000000002713   
0601VDC7N       20250101004800100000050000 0700000000002729   
0601VDC7N       20250101004850100000050000 0700000000002744   
0601VDC7N       20250101004900100000050000 0700000000002758   
0601VDC7N       20250101004950100000050000 0700000000002773   
0601VDC7N       20250101005000100000050000 0700000000002786   
0601VDC7N       20250101005050100000050000 0700000000002799   
0601VDC7N       20250101005100100000050000 0700000000002811   
0601VDC7N       20250101005150100000050000 0700000000002824   
0601VDC7N       20250101005200100000050000 0700000000002837   
0601VDC7N       20250101005250100000050000 0700000000002849   
0601VDC7N       20250101005300100000050000 0700000000002862   
0601VDC7N       20250101005350100000050000 0700000000002875   
0601VDC7N       20250101005400100000050000 0700000000002888   
0601VDC7N       20250101005450100000050000 0700000000002900   
0601VDC7N       20250101005500100000050000 0700000000002910   
0601VDC7N       20250101005550100000050000 0700000000002922   
0601VDC7N       20250101005600100000050000 0700000000002933   
0601VDC7N       20250101005650100000050000 0700000000002945   
0601VDC7N       20250101005700100000050000 0700000000002955   
0601VDC7N       20250101005750100000050000 0700000000002966   
0601VDC7N       20250101005800100000050000 0700000000002976   
0601VDC7N       20250101005850100000050000 0700000000002989   
0601VDC7N       20250101005900100000050000 0700000000002999   
0601VDC7N       20250101005950100000050000 0700000000003010   
0601VDC7N       20250101006000100000050000 0700000000003020   
0601VDC7N       20250101006050100000050000 0700000000003030   
0601VDC7N       20250101006100100000050000 0700000000003041   
0601VDC7N       20250101006150100000050000 0700000000003050   
0601VDC7N       20250101006200100000050000 0700000000003059   
0601VDC7N       20250101006250100000050000 0700000000003069   
0601VDC7N       20250101006300100000050000 0700000000003078   
0601VDC7N       20250101006350100000050000 0700000000003088   
0601VDC7N       20250101006400100000050000 0700000000003098   
0601VDC7N       20250101006450100000050000 0700000000003108   
0601VDC7N       20250101006500100000050000 0700000000003117   
0601VDC7N       20250101006550100000050000 0700000000003127   
0601VDC7N       20250101006600100000050000 0700000000003136   
0601VDC7N       20250101006650100000050000 0700000000003144   
0601VDC7N       20250101006700100000050000 0700000000003152   
0601VDC7N       20250101006750100000050000 0700000000003161   
0601VDC7N       20250101006800100000050000 0700000000003170   
0601VDC7N       20250101006850100000050000 0700000000003178   
0601VDC7N       20250101006900100000050000 0700000000003187   
0601VDC7N       20250101006950100000050000 0700000000003194   
0601VDC7N       20250101007000100000050000 0700000000003204   
0601VDC7N       20250101007050100000050000 0700000000003213   
0601VDC7N       20250101007100100000050000 0700000000003221   
0601VDC7N       20250101007150100000050000 0700000000003229   
0601VDC7N       20250101007200100000050000 0700000000003238   
0601VDC7N       20250101007250100000050000 0700000000003246   
0601VDC7N       20250101007300100000050000 0700000000003253   
0601VDC7N       20250101007350100000050000 0700000000003261   
0601VDC7N       20250101007400100000050000 0700000000003268   
0601VDC7N       20250101007450100000050000 0700000000003276   
0601VDC7N       20250101007500100000050000 0700000000003283   
0601VDC7N       20250101007550100000050000 0700000000003291   
0601VDC7N       20250101007600100000050000 0700000000003297   
0601VDC7N       20250101007650100000050000 0700000000003305   
0601VDC7N       20250101007700100000050000 0700000000003312   
0601VDC7N       20250101007750100000050000 0700000000003319   
0601VDC7N       20250101007800100000050000 0700000000003325   
0601VDC7N       20250101007850100000050000 0700000000003332   
0601VDC7N       20250101007900100000050000 0700000000003338   
0601VDC7N       20250101007950100000050000 0700000000003344   
0601VDC7N       20250101008000100000050000 0700000000003351   
0601VDC7N       20250101008050100000050000 0700000000003357   
0601VDC7N       20250101008100100000050000 0700000000003363   
0601VDC7N       20250101008150100000050000 0700000000003370   
0601VDC7N       20250101008200100000050000 0700000000003375   
0601VDC7N       20250101008250100000050000 0700000000003381   
0601VDC7N       20250101008300100000050000 0700000000003386   
0601VDC7N       20250101008350100000050000 0700000000003393   
0601VDC7N       20250101008400100000050000 0700000000003398   
0601VDC7N       20250101008450100000050000 0700000000003404   
0601VDC7N       20250101008500100000050000 0700000000003409   
0601VDC7N       20250101008550100000050000 0700000000003414   
0601VDC7N       20250101008600100000050000 0700000000003420   
0601VDC7N       20250101008650100000050000 0700000000003425   
0601VDC7N       20250101008700100000050000 0700000000003430   
0601VDC7N       20250101008750100000050000 0700000000003435   
0601VDC7N       20250101008800100000050000 0700000000003440   
0601VDC7N       20250101008850100000050000 0700000000003445   
0601VDC7N       20250101008900100000050000 0700000000003450   
0601VDC7N       20250101008950100000050000 0700000000003454   
0601VDC7N       20250101009000100000050000 0700000000003459   
0601VDC7N       20250101009050100000050000 0700000000003464   
0601VDC7N       20250101009100100000050000 0700000000003469   
0601VDC7N       20250101009150100000050000 0700000000003473   
0601VDC7N       20250101009200100000050000 0700000000003476   
0601VDC7N       20250101009250100000050000 0700000000003481   
0601VDC7N       20250101009300100000050000 0700000000003484   
0601VDC7N       20250101009350100000050000 0700000000003487   
0601VDC7N       20250101009400100000050000 0700000000003490   
0601VDC7N       20250101009450100000050000 0700000000003495   
0601VDC7N       20250101009500100000050000 0700000000003498   
0601VDC7N       20250101009550100000050000 0700000000003501   
0601VDC7N       20250101009600100000050000 0700000000003505   
0601VDC7N       20250101009650100000050000 0700000000003508   
0601VDC7N       20250101009700100000050000 0700000000003512   
0601VDC7N       20250101009750100000050000 0700000000003515   
0601VDC7N       20250101009800100000050000 0700000000003518   
0601VDC7N       20250101009850100000050000 0700000000003521   
0601VDC7N       20250101009900100000050000 0700000000003524   
0601VDC7N       20250101009950100000050000 0700000000003528   
0601VDC7N       20250101010000100040000000 0700000000003529   
0601VDC8N       20250101000000100000445000 0800000000000000   
0601VDC8N       20250101000445100000005000 0800000000000007   
0601VDC8N       20250101000450100000005000 0800000000000009   
0601VDC8N       20250101000455100000005000 0800000000000012   
0601VDC8N       20250101000460100000005000 0800000000000016   
0601VDC8N       20250101000465100000005000 0800000000000018   
0601VDC8N       20250101000470100000005000 0800000000000024   
0601VDC8N       20250101000475100000005000 0800000000000030   
0601VDC8N       20250101000480100000005000 0800000000000036   
0601VDC8N       20250101000485100000005000 0800000000000041   
0601VDC8N       20250101000490100000005000 0800000000000046   
0601VDC8N       20250101000495100000005000 0800000000000052   
0601VDC8N       20250101000500100000005000 0800000000000058   
0601VDC8N       20250101000505100000005000 0800000000000065   
0601VDC8N       20250101000510100000005000 0800000000000074   
0601VDC8N       20250101000515100000005000 0800000000000080   
0601VDC8N       20250101000520100000005000 0800000000000088   
0601VDC8N       20250101000525100000005000 0800000000000096   
0601VDC8N       20250101000530100000005000 0800000000000103   
0601VDC8N       20250101000535100000005000 0800000000000112   
0601VDC8N       20250101000540100000005000 0800000000000121   
0601VDC8N       20250101000545100000005000 0800000000000130   
0601VDC8N       20250101000550100000005000 0800000000000140   
0601VDC8N       20250101000555100000005000 0800000000000149   
0601VDC8N       20250101000560100000005000 0800000000000158   
0601VDC8N       20250101000565100000005000 0800000000000166   
0601VDC8N       20250101000570100000005000 0800000000000174   
0601VDC8N       20250101000575100000005000 0800000000000182   
0601VDC8N       20250101000580100000005000 0800000000000188   
0601VDC8N       20250101000585100000005000 0800000000000193   
0601VDC8N       20250101000590100000005000 0800000000000197   
0601VDC8N       20250101000595100000005000 0800000000000204   
0601VDC8N       20250101000600100000005000 0800000000000209   
0601VDC8N       20250101000605100000005000 0800000000000213   
0601VDC8N       20250101000610100000005000 0800000000000217   
0601VDC8N       20250101000615100000005000 0800000000000226   
0601VDC8N       20250101000620100000005000 0800000000000231   
0601VDC8N       20250101000625100000005000 0800000000000237   
0601VDC8N       20250101000630100000005000 0800000000000242   
0601VDC8N       20250101000635100000005000 0800000000000249   
0601VDC8N       20250101000640100000005000 0800000000000254   
0601VDC8N       20250101000645100000005000 0800000000000260   
0601VDC8N       20250101000650100000005000 0800000000000267   
0601VDC8N       20250101000655100000005000 0800000000000272   
0601VDC8N       20250101000660100000005000 0800000000000277   
0601VDC8N       20250101000665100000005000 0800000000000284   
0601VDC8N       20250101000670100000005000 0800000000000289   
0601VDC8N       20250101000675100000005000 0800000000000294   
0601VDC8N       20250101000680100000005000 0800000000000301   
0601VDC8N       20250101000685100000005000 0800000000000305   
0601VDC8N       20250101000690100000005000 0800000000000310   
0601VDC8N       20250101000695100000005000 0800000000000316   
0601VDC8N       20250101000700100000005000 0800000000000321   
0601VDC8N       20250101000705100000005000 0800000000000326   
0601VDC8N       20250101000710100000005000 0800000000000332   
0601VDC8N       20250101000715100000005000 0800000000000336   
0601VDC8N       20250101000720100000005000 0800000000000341   
0601VDC8N       20250101000725100000005000 0800000000000345   
0601VDC8N       20250101000730100000005000 0800000000000351   
0601VDC8N       20250101000735100000005000 0800000000000355   
0601VDC8N       20250101000740100000005000 0800000000000360   
0601VDC8N       20250101000745100000005000 0800000000000364   
0601VDC8N       20250101000750100000005000 0800000000000370   
0601VDC8N       20250101000755100000005000 0800000000000375   
0601VDC8N       20250101000760100000005000 0800000000000381   
0601VDC8N       20250101000765100000005000 0800000000000388   
0601VDC8N       20250101000770100000005000 0800000000000393   
0601VDC8N       20250101000775100000005000 0800000000000397   
0601VDC8N       20250101000780100000005000 0800000000000405   
0601VDC8N       20250101000785100000005000 0800000000000409   
0601VDC8N       20250101000790100000005000 0800000000000415   
0601VDC8N       20250101000795100000005000 0800000000000419   
0601VDC8N       20250101000800100000005000 0800000000000426   
0601VDC8N       20250101000805100000005000 0800000000000430   
0601VDC8N       20250101000810100000005000 0800000000000435   
0601VDC8N       20250101000815100000005000 0800000000000442   
0601VDC8N       20250101000820100000005000 0800000000000446   
0601VDC8N       20250101000825100000005000 0800000000000450   
0601VDC8N       20250101000830100000005000 0800000000000457   
0601VDC8N       20250101000835100000005000 0800000000000461   
0601VDC8N       20250101000840100000005000 0800000000000465   
0601VDC8N       20250101000845100000005000 0800000000000469   
0601VDC8N       20250101000850100000005000 0800000000000476   
0601VDC8N       20250101000855100000005000 0800000000000480   
0601VDC8N       20250101000860100000005000 0800000000000484   
0601VDC8N       20250101000865100000005000 0800000000000490   
0601VDC8N       20250101000870100000005000 0800000000000494   
0601VDC8N       20250101000875100000005000 0800000000000499   
0601VDC8N       20250101000880100000005000 0800000000000504   
0601VDC8N       20250101000885100000005000 0800000000000511   
0601VDC8N       20250101000890100000005000 0800000000000516   
0601VDC8N       20250101000895100000005000 0800000000000521   
0601VDC8N       20250101000900100000005000 0800000000000527   
0601VDC8N       20250101000905100000005000 0800000000000532   
0601VDC8N       20250101000910100000005000 0800000000000537   
0601VDC8N       20250101000915100000005000 0800000000000541   
0601VDC8N       20250101000920100000005000 0800000000000548   
0601VDC8N       20250101000925100000005000 0800000000000552   
0601VDC8N       20250101000930100000005000 0800000000000557   
0601VDC8N       20250101000935100000005000 0800000000000563   
0601VDC8N       20250101000940100000005000 0800000000000568   
0601VDC8N       20250101000945100000005000 0800000000000573   
0601VDC8N       20250101000950100000005000 0800000000000579   
0601VDC8N       20250101000955100000005000 0800000000000583   
0601VDC8N       20250101000960100000005000 0800000000000588   
0601VDC8N       20250101000965100000005000 0800000000000592   
0601VDC8N       20250101000970100000005000 0800000000000597   
0601VDC8N       20250101000975100000005000 0800000000000601   
0601VDC8N       20250101000980100000005000 0800000000000606   
0601VDC8N       20250101000985100000005000 0800000000000612   
0601VDC8N       20250101000990100000005000 0800000000000616   
0601VDC8N       20250101000995100000005000 0800000000000620   
0601VDC8N       20250101001000100000005000 0800000000000626   
0601VDC8N       20250101001005100000005000 0800000000000630   
0601VDC8N       20250101001010100000005000 0800000000000634   
0601VDC8N       20250101001015100000005000 0800000000000639   
0601VDC8N       20250101001020100000005000 0800000000000644   
0601VDC8N       20250101001025100000005000 0800000000000649   
0601VDC8N       20250101001030100000005000 0800000000000653   
0601VDC8N       20250101001035100000005000 0800000000000657   
0601VDC8N       20250101001040100000005000 0800000000000660   
0601VDC8N       20250101001045100000005000 0800000000000666   
0601VDC8N       20250101001050100000005000 0800000000000670   
0601VDC8N       20250101001055100000005000 0800000000000675   
0601VDC8N       20250101001060100000005000 0800000000000678   
0601VDC8N       20250101001065100000005000 0800000000000682   
0601VDC8N       20250101001070100000005000 0800000000000686   
0601VDC8N       20250101001075100000005000 0800000000000691   
0601VDC8N       20250101001080100000005000 0800000000000695   
0601VDC8N       20250101001085100000005000 0800000000000700   
0601VDC8N       20250101001090100000005000 0800000000000703   
0601VDC8N       20250101001095100000005000 0800000000000707   
0601VDC8N       20250101001100100000005000 0800000000000710   
0601VDC8N       20250101001105100000005000 0800000000000716   
0601VDC8N       20250101001110100000005000 0800000000000719   
0601VDC8N       20250101001115100000005000 0800000000000723   
0601VDC8N       20250101001120100000005000 0800000000000727   
0601VDC8N       20250101001125100000005000 0800000000000731   
0601VDC8N       20250101001130100000005000 0800000000000735   
0601VDC8N       20250101001135100000005000 0800000000000739   
0601VDC8N       20250101001140100000005000 0800000000000742   
0601VDC8N       20250101001145100000005000 0800000000000747   
0601VDC8N       20250101001150100000005000 0800000000000751   
0601VDC8N       20250101001155100000005000 0800000000000755   
0601VDC8N       20250101001160100000005000 0800000000000759   
0601VDC8N       20250101001165100000005000 0800000000000764   
0601VDC8N       20250101001170100000005000 0800000000000766   
0601VDC8N       20250101001175100000005000 0800000000000772   
0601VDC8N       20250101001180100000005000 0800000000000777   
0601VDC8N       20250101001185100000005000 0800000000000781   
0601VDC8N       20250101001190100000005000 0800000000000786   
0601VDC8N       20250101001195100000005000 0800000000000793   
0601VDC8N       20250101001200100000005000 0800000000000798   
0601VDC8N       20250101001205100000005000 0800000000000805   
0601VDC8N       20250101001210100000005000 0800000000000810   
0601VDC8N       20250101001215100000005000 0800000000000815   
0601VDC8N       20250101001220100000005000 0800000000000821   
0601VDC8N       20250101001225100000005000 0800000000000826   
0601VDC8N       20250101001230100000005000 0800000000000834   
0601VDC8N       20250101001235100000005000 0800000000000835   
0601VDC8N       20250101001240100000005000 0800000000000839   
0601VDC8N       20250101001245100000005000 0800000000000845   
0601VDC8N       20250101001250100000005000 0800000000000848   
0601VDC8N       20250101001255100000005000 0800000000000851   
0601VDC8N       20250101001260100000005000 0800000000000855   
0601VDC8N       20250101001265100000005000 0800000000000859   
0601VDC8N       20250101001270100000005000 0800000000000864   
0601VDC8N       20250101001275100000005000 0800000000000868   
0601VDC8N       20250101001280100000005000 0800000000000872   
0601VDC8N       20250101001285100000005000 0800000000000876   
0601VDC8N       20250101001290100000005000 0800000000000880   
0601VDC8N       20250101001295100000005000 0800000000000883   
0601VDC8N       20250101001300100000005000 0800000000000887   
0601VDC8N       20250101001305100000005000 0800000000000892   
0601VDC8N       20250101001310100000005000 0800000000000895   
0601VDC8N       20250101001315100000005000 0800000000000899   
0601VDC8N       20250101001320100000005000 0800000000000903   
0601VDC8N       20250101001325100000005000 0800000000000907   
0601VDC8N       20250101001330100000005000 0800000000000911   
0601VDC8N       20250101001335100000005000 0800000000000914   
0601VDC8N       20250101001340100000005000 0800000000000918   
0601VDC8N       20250101001345100000005000 0800000000000922   
0601VDC8N       20250101001350100000005000 0800000000000925   
0601VDC8N       20250101001355100000005000 0800000000000929   
0601VDC8N       20250101001360100000005000 0800000000000933   
0601VDC8N       20250101001365100000005000 0800000000000936   
0601VDC8N       20250101001370100000005000 0800000000000941   
0601VDC8N       20250101001375100000005000 0800000000000944   
0601VDC8N       20250101001380100000005000 0800000000000947   
0601VDC8N       20250101001385100000005000 0800000000000952   
0601VDC8N       20250101001390100000005000 0800000000000956   
0601VDC8N       20250101001395100000005000 0800000000000959   
0601VDC8N       20250101001400100000005000 0800000000000964   
0601VDC8N       20250101001405100000005000 0800000000000967   
0601VDC8N       20250101001410100000005000 0800000000000971   
0601VDC8N       20250101001415100000005000 0800000000000974   
0601VDC8N       20250101001420100000005000 0800000000000979   
0601VDC8N       20250101001425100000005000 0800000000000981   
0601VDC8N       20250101001430100000005000 0800000000000985   
0601VDC8N       20250101001435100000005000 0800000000000989   
0601VDC8N       20250101001440100000005000 0800000000000992   
0601VDC8N       20250101001445100000005000 0800000000000997   
0601VDC8N       20250101001450100000005000 0800000000000999   
0601VDC8N       20250101001455100000005000 0800000000001004   
0601VDC8N       20250101001460100000005000 0800000000001007   
0601VDC8N       20250101001465100000005000 0800000000001011   
0601VDC8N       20250101001470100000005000 0800000000001014   
